label,message
ham,"Hello, I hope this email finds you well. Could you clarify your notes on the Q3 report? Cheers,"
spam,Clearance sale! Massive discounts on weight loss gummies. Unsubscribe by clicking www.free-prize.info Act now!
ham,"Hey! Hope you are having a good week. Can we push the team building to Monday morning instead? Sincerely,"
spam,URGENT: We noticed a login attempt on your Amazon account. Click here to claim your reward: http://bit.ly/scam123 Do this immediately.
ham,"Hello, Following up on the previous thread. Can we push the design sprint to noon instead? Sincerely,"
ham,"Hi everyone, Hope you are having a good week. Here are the meeting minutes from our sync on server upgrade. Talk soon,"
spam,"Hey friend, Get up to 99% off on all weight loss gummies! Log in at http://claim-now.net to secure your account. Hurry, offer ends {time}!"
spam,"Dear Customer, Your Bank of America account has been suspended due to suspicious activity. Log in at www.free-prize.info to secure your account. Hurry, offer ends {time}!"
ham,"Hey! Following up on the previous thread. Please find your receipt for your flight booking attached. Regards,"
spam,"URGENT: You have been selected to receive a Tesla Model S. Pay the $1.99 shipping fee at http://bit.ly/scam123 to get your package. Hurry, offer ends {time}!"
spam,ATTENTION: You are the lucky winner of our daily giveaway! Pay the $1.99 shipping fee at www.free-prize.info to get your package. Limited time only.
spam,Congratulations! Your Bank of America account has been suspended due to suspicious activity. Reply to this email to find out how. Within 24 hours or your account is deleted.
spam,Congratulations! Your Amazon account has been suspended due to suspicious activity. Reply to this email to find out how. Limited time only.
spam,"WARNING: Your package could not be delivered. Log in at http://claim-now.net to secure your account. Hurry, offer ends {time}!"
spam,"Invest in the new crypto coin and turn $100 into $500 a day. Unsubscribe by clicking http://secure-login-verify.com Hurry, offer ends {time}!"
ham,"Good morning, I hope this email finds you well. Are we still on for lunch at tomorrow? Talk soon,"
ham,"Hey! Just checking in regarding our last conversation. Here are the meeting minutes from our sync on Apollo migration. Sincerely,"
ham,"Following up on the previous thread. I'm reviewing the presentation now and will send feedback soon. Regards,"
ham,"Hi everyone, Are we still on for lunch at noon? Best,"
spam,"Hey friend, Clearance sale! Massive discounts on rolex watches. Unsubscribe by clicking http://bit.ly/scam123 Within 24 hours or your account is deleted."
spam,Congratulations! Get up to 99% off on all rolex watches! Pay the $1.99 shipping fee at http://bit.ly/scam123 to get your package. Act now!
spam,ATTENTION: You have been selected to receive a free iPad Pro. Verify your identity immediately at http://update-your-billing.net to restore access. Do this immediately.
ham,"Hey! Just checking in regarding our last conversation. Please find your receipt for the conference ticket attached. Talk soon,"
spam,You are the lucky winner of our daily giveaway! Shop now while stocks last! Visit http://update-your-billing.net Limited time only.
ham,"Hi everyone, I hope this email finds you well. Here are the meeting minutes from our sync on server upgrade. Regards,"
ham,"Just checking in regarding our last conversation. Here are the meeting minutes from our sync on Q4 planning. Regards,"
ham,"Dear Team, Let's schedule a meeting for tomorrow to discuss the Apollo migration. Regards,"
spam,"Hey friend, You are the lucky winner of our daily giveaway! Log in at http://bit.ly/scam123 to secure your account. Hurry, offer ends {time}!"
spam,Your package could not be delivered. Verify your identity immediately at www.free-prize.info to restore access. Act now!
spam,"Dear Customer, Make thousands of dollars working from home starting in 24 hours! Log in at www.free-prize.info to secure your account. Within 24 hours or your account is deleted."
ham,"Hey! Hope you are having a good week. I have updated the design mockup with the latest figures. Thanks,"
ham,"Hope you are having a good week. Thanks for the update on the Apollo migration. Looks good. Sincerely,"
ham,"Following up on the previous thread. I'll be out of office until noon. Cheers,"
ham,"Hey! I'll be out of office until Friday. Best,"
spam,ATTENTION: We noticed a login attempt on your Apple ID. Pay the $1.99 shipping fee at http://claim-now.net to get your package. Limited time only.
ham,"Thanks for reaching out! Here are the meeting minutes from our sync on Q4 planning. Best,"
ham,"Hello, Hope you are having a good week. I'm reviewing the invoice now and will send feedback soon. Cheers,"
ham,"Just checking in regarding our last conversation. I have updated the invoice with the latest figures. Best,"
ham,"Hi everyone, Just checking in regarding our last conversation. I'm reviewing the code review now and will send feedback soon. Thanks,"
spam,"Hey friend, Make $500 a day working from home starting in 24 hours! Shop now while stocks last! Visit www.free-prize.info Do this immediately."
spam,Congratulations! Get up to 85% off on all rolex watches! Unsubscribe by clicking http://claim-now.net Act now!
spam,"Dear Customer, Clearance sale! Massive discounts on designer handbags. Pay the $1.99 shipping fee at http://secure-login-verify.com to get your package. Within 24 hours or your account is deleted."
spam,URGENT: Your package could not be delivered. Log in at www.free-prize.info to secure your account. Within 24 hours or your account is deleted.
ham,"Thanks for reaching out! Let's schedule a meeting for 2 PM to discuss the server upgrade. Talk soon,"
ham,"Hi everyone, I hope this email finds you well. I'll be out of office until EOD. Sincerely,"
spam,"Hey friend, Get up to 90% off on all electronics! Verify your identity immediately at http://bit.ly/scam123 to restore access. Limited time only."
spam,"Hey friend, We noticed a login attempt on your Netflix subscription. Pay the $1.99 shipping fee at www.free-prize.info to get your package. Hurry, offer ends {time}!"
ham,"Hi everyone, Thanks for reaching out! Thanks for the update on the marketing campaign. Looks good. Talk soon,"
ham,"Hi there, I hope this email finds you well. I'll be out of office until next week. Talk soon,"
spam,Congratulations! Your Amazon account has been suspended due to suspicious activity. Unsubscribe by clicking http://update-your-billing.net Within 24 hours or your account is deleted.
spam,"Hey friend, You are the lucky winner of our daily giveaway! Unsubscribe by clicking http://update-your-billing.net Hurry, offer ends {time}!"
ham,"Good morning, Are we still on for lunch at EOD? Sincerely,"
spam,"WARNING: Clearance sale! Massive discounts on weight loss gummies. Log in at www.free-prize.info to secure your account. Hurry, offer ends {time}!"
spam,"Hey friend, Your package could not be delivered. Reply to this email to find out how. Act now!"
ham,"Good morning, I hope this email finds you well. Thanks for the update on the website redesign. Looks good. Thanks,"
ham,"Thanks for reaching out! Can we push the coffee chat to 2 PM instead? Regards,"
ham,"Hey! Hope you are having a good week. Here are the meeting minutes from our sync on client pitch. Regards,"
ham,"Good morning, Hope you are having a good week. Could you send me the link to the website redesign repository? Sincerely,"
spam,Congratulations! Clearance sale! Massive discounts on electronics. Pay the $1.99 shipping fee at www.free-prize.info to get your package. Within 24 hours or your account is deleted.
ham,"Hi there, Thanks for reaching out! Please find your receipt for the hotel reservation attached. Talk soon,"
ham,"Dear Team, Following up on the previous thread. Could you send me the link to the Apollo migration repository? Best,"
spam,"Hey friend, Clearance sale! Massive discounts on electronics. Unsubscribe by clicking http://secure-login-verify.com Hurry, offer ends {time}!"
spam,Congratulations! Your package could not be delivered. Download the secure attachment to view your invoice. Limited time only.
ham,"Hi everyone, Hope you are having a good week. Please find your receipt for your recent software purchase attached. Talk soon,"
ham,"Dear Team, I'll be out of office until 10 AM. Thanks,"
spam,"URGENT: Invest in the new crypto coin and turn $100 into $10,000/week. Download the secure attachment to view your invoice. Act now!"
spam,We noticed a login attempt on your Amazon account. Verify your identity immediately at http://claim-now.net to restore access. Within 24 hours or your account is deleted.
ham,"Dear Team, Hope you are having a good week. Could you clarify your notes on the invoice? Regards,"
ham,"Dear Team, Following up on the previous thread. Can we push the deployment to 2 PM instead? Best,"
